BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
4	201005.00	195003.76	6001	correct	yes	4	practice_1.png	practice
4	215177.00	208952.95	6224	correct	yes	4	practice_3.png	practice
2	231823.00	225602.00	6221	correct	no	2	practice_4.png	practice
2	245634.00	241351.08	4282	correct	no	2	practice_5.png	practice
4	257726.00	253233.73	4492	correct	yes	4	practice_2.png	practice
2	268992.00	265233.02	3758	correct	no	2	practice_6.png	practice
4	321823.00	317396.67	4426	correct	yes	4	10_most-yes-stot_trgt3_find.png	only
2	334199.00	327296.12	6902	correct	no	2	2_filler-no_Trgt-5_eat.png	filler
2	343750.00	339728.72	4021	correct	no	2	14_filler-no_Trgt-3_bring.png	filler
2	356891.00	351328.06	5562	correct	no	2	3_most-no-sfof_trgt3_break.png	most
2	371057.00	364227.32	6829	incorrect	yes	4	19_most-yes-sfot_trgt5_win.png	most
2	389963.00	381309.67	8653	correct	no	2	7_filler-no_Trgt-3_collect.png	filler
2	407463.00	399758.59	7704	correct	no	2	6_subj-nichtnur-no_trgt4_buy.png	only
2	423426.00	416307.63	7118	correct	no	2	17_filler-no_Trgt-6_take.png	filler
4	439056.00	433340.00	5716	correct	yes	4	9_filler-yes_Trgt-6_find.png	filler
2	451359.00	447205.85	4153	correct	no	2	9_obj-nichtnur-no_trgt6_find.png	only
4	464910.00	459621.79	5288	correct	yes	4	4_most-yes-stot_trgt4_break.png	most
4	476680.00	472304.39	4375	correct	yes	4	12_filler-yes_Trgt-6_catch.png	filler
2	492073.00	488253.47	3819	correct	no	2	11_most-no-sfof_trgt5_catch.png	most
4	505750.00	500469.44	5280	correct	yes	4	18_filler-yes_Trgt-5_take.png	filler
4	520214.00	514968.59	5245	correct	yes	4	16_filler-yes_Trgt-5_paint.png	filler
2	533214.00	527267.89	5946	correct	no	2	17_obj-nichtnur-no_trgt3_take.png	only
0	-1	540633.79	-1	no_response	yes	4	8_most-yes-stot_trgt6_collect.png	most
2	562372.00	559316.03	3055	correct	no	2	"22_filler-no_Trgt-4_throw away.png"	filler
2	570020.00	567765.54	2254	correct	no	2	5_obj-nichtnur-no_trgt3_buy.png	only
4	578655.00	576115.07	2539	correct	yes	4	"22_filler-yes_Trgt-4_throw away.png"	filler
2	589006.00	585831.16	3174	correct	no	2	16_filler-no_Trgt-5_paint.png	filler
2	597243.00	594197.35	3045	correct	no	2	2_subj-nichtnur-no_trgt5_eat.png	only
4	607642.00	603013.51	4628	correct	yes	4	4_filler-yes_Trgt-4_break.png	filler
2	615869.00	612479.62	3389	correct	no	2	20_filler-no_Trgt-3_win.png	filler
4	664744.00	659926.88	4817	incorrect	no	2	16_most-no-sfof_trgt5_paint.png	most
2	676357.00	671892.85	4464	correct	no	2	5_filler-no_Trgt-6_buy.png	filler
4	687406.00	684542.13	2863	correct	yes	4	12_most-yes-stot_trgt3_catch.png	most
4	696181.00	693241.62	2939	correct	yes	4	20_filler-yes_Trgt-3_win.png	filler
2	707305.00	702091.12	5213	correct	no	2	10_subj-nichtnur-no_trgt3_find.png	only
4	720037.00	712707.17	7329	correct	yes	4	8_filler-yes_Trgt-6_collect.png	filler
4	729765.00	727756.29	2008	correct	yes	4	5_most-yes-sfot_trgt3_buy.png	only
2	739055.00	737039.10	2015	correct	no	2	20_most-no-sfof_trgt6_win.png	most
