BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
4	202702.00	197897.53	4804	incorrect	no	2	practice_6.png	practice
4	216303.00	209230.31	7072	correct	yes	4	practice_3.png	practice
4	224025.00	222246.36	1778	incorrect	no	2	practice_5.png	practice
4	233436.00	229762.67	3673	correct	yes	4	practice_2.png	practice
4	239777.00	236895.66	2881	correct	yes	4	practice_1.png	practice
2	248378.00	244828.61	3549	correct	no	2	practice_4.png	practice
4	294661.00	290043.10	4617	correct	yes	4	4_most-yes-stot_trgt4_break.png	only
2	301830.00	299309.32	2520	correct	no	2	18_most-no-sfof_trgt3_take.png	most
4	308471.00	306792.30	1678	correct	yes	4	"22_filler-yes_Trgt-4_throw away.png"	filler
2	314258.00	312458.67	1799	correct	no	2	24_filler-no_Trgt-4_steal.png	filler
2	320752.00	318525.07	2226	correct	no	2	6_most-no-sfof_trgt4_buy.png	most
4	328686.00	325941.36	2744	correct	yes	4	7_most-yes-sfot_trgt6_collect.png	only
4	335240.00	333341.01	1898	correct	yes	4	6_filler-yes_Trgt-4_buy.png	filler
2	341714.00	339307.39	2406	correct	no	2	15_filler-no_Trgt-6_paint.png	filler
2	348618.00	346007.08	2610	correct	no	2	4_subj-nichtnur-no_trgt4_break.png	only
4	354502.00	353023.41	1478	correct	yes	4	11_filler-yes_Trgt-5_catch.png	filler
2	360136.00	358273.16	1862	incorrect	yes	4	"21_most-yes-sfot_trgt4_throw away.png"	most
4	367567.00	365306.14	2260	correct	yes	4	8_filler-yes_Trgt-6_collect.png	filler
2	374774.00	372339.14	2434	incorrect	yes	4	3_most-yes-sfot_trgt3_break.png	only
4	384303.00	379688.78	4614	incorrect	no	2	8_filler-no_Trgt-6_collect.png	filler
4	391114.00	388888.35	2225	correct	yes	4	14_filler-yes_Trgt-3_bring.png	filler
2	397247.00	395354.69	1892	incorrect	yes	4	5_most-yes-sfot_trgt3_buy.png	most
4	404015.00	402021.04	1993	correct	yes	4	23_filler-yes_Trgt-5_steal.png	filler
4	410846.00	408720.72	2125	correct	yes	4	1_filler-yes_Trgt-3_eat.png	filler
2	416990.00	415437.08	1552	correct	no	2	16_subj-nichtnur-no_trgt5_paint.png	only
2	424688.00	422070.07	2617	correct	no	2	18_filler-no_Trgt-5_take.png	filler
4	432736.00	430319.69	2416	correct	yes	4	"21_filler-yes_Trgt-4_throw away.png"	filler
4	440294.00	438419.30	1874	correct	yes	4	8_most-yes-stot_trgt6_collect.png	only
4	448275.00	444752.33	3522	incorrect	no	2	14_most-no-sfof_trgt5_bring.png	most
2	455572.00	453185.25	2386	correct	no	2	9_filler-no_Trgt-6_find.png	filler
2	497804.00	496083.18	1720	correct	no	2	16_filler-no_Trgt-5_paint.png	filler
2	504229.00	502332.88	1896	correct	no	2	1_most-no-sfof_trgt6_eat.png	most
4	510419.00	508615.92	1803	correct	yes	4	6_most-yes-stot_trgt4_buy.png	most
