BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
0	-1	258088.99	-1	no_response	yes	4	practice_3.png	practice
4	281816.00	278787.78	3028	correct	yes	4	practice_2.png	practice
2	292919.00	290353.79	2565	correct	no	2	practice_6.png	practice
4	301086.00	298503.31	2582	correct	yes	4	practice_1.png	practice
4	312344.00	307436.13	4907	incorrect	no	2	practice_5.png	practice
2	323956.00	319352.10	4603	correct	no	2	practice_4.png	practice
4	393949.00	390281.33	3667	incorrect	no	2	8_filler-no_Trgt-6_collect.png	filler
2	411748.00	407230.37	4517	incorrect	yes	4	5_most-yes-sfot_trgt3_buy.png	most
4	426956.00	422629.46	4326	correct	yes	4	16_most-yes-stot_trgt5_paint.png	only
4	437684.00	434478.78	3205	correct	yes	4	19_filler-yes_Trgt-4_win.png	filler
2	449230.00	446278.10	2951	correct	no	2	10_filler-no_Trgt-3_find.png	filler
4	459473.00	455994.19	3478	correct	yes	4	12_filler-yes_Trgt-6_catch.png	filler
2	468548.00	465593.65	2954	correct	no	2	18_most-no-sfof_trgt3_take.png	most
2	475856.00	473743.18	2112	correct	no	2	23_filler-no_Trgt-5_steal.png	filler
2	485738.00	481942.69	3795	correct	no	2	"21_most-no-sfof_trgt4_throw away.png"	most
4	497525.00	491875.45	5649	correct	yes	4	4_most-yes-stot_trgt4_break.png	only
2	507420.00	503458.11	3961	correct	no	2	7_filler-no_Trgt-3_collect.png	filler
4	518067.00	513290.89	4776	correct	yes	4	1_filler-yes_Trgt-3_eat.png	filler
4	528214.00	522923.66	5290	correct	yes	4	3_most-yes-sfot_trgt3_break.png	only
4	537558.00	533623.04	3934	correct	yes	4	6_most-yes-stot_trgt4_buy.png	most
4	549857.00	546972.26	2884	correct	yes	4	"22_filler-yes_Trgt-4_throw away.png"	filler
2	563197.00	558771.58	4425	incorrect	yes	4	1_most-yes-sfot_trgt6_eat.png	most
2	575782.00	571254.19	4527	correct	no	2	23_obj-nichtnur-no_trgt4_steal.png	only
2	586093.00	582603.54	3489	correct	no	2	15_filler-no_Trgt-6_paint.png	filler
4	598149.00	594469.53	3679	correct	yes	4	23_filler-yes_Trgt-5_steal.png	filler
2	610658.00	606402.16	4255	correct	no	2	4_subj-nichtnur-no_trgt4_break.png	only
2	617746.00	615351.63	2394	correct	no	2	10_most-no-sfof_trgt3_find.png	most
4	628552.00	623034.53	5517	correct	yes	4	16_filler-yes_Trgt-5_paint.png	filler
2	637604.00	634467.21	3136	correct	no	2	24_subj-nichtnur-no_trgt4_steal.png	only
2	645786.00	642916.71	2869	correct	no	2	3_filler-no_Trgt-3_break.png	filler
2	726527.00	724262.01	2264	correct	no	2	24_filler-no_Trgt-4_steal.png	filler
2	733675.00	731811.58	1863	correct	no	2	19_obj-nichtnur-no_trgt5_win.png	only
2	742007.00	739194.48	2812	correct	no	2	6_most-no-sfof_trgt4_buy.png	most
2	749767.00	747743.98	2023	correct	no	2	14_filler-no_Trgt-3_bring.png	filler
4	758156.00	754926.90	3229	correct	yes	4	11_filler-yes_Trgt-5_catch.png	filler
2	766638.00	763509.73	3128	correct	no	2	3_obj-nichtnur-no_trgt3_break.png	only
4	776896.00	771725.92	5170	correct	yes	4	"21_most-yes-sfot_trgt4_throw away.png"	most
4	784949.00	781375.36	3573	correct	yes	4	24_filler-yes_Trgt-4_steal.png	filler
