BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
4	91233.00	88101.59	3131	incorrect	no	2	practice_5.png	practice
2	153419.00	148664.75	4754	correct	no	2	practice_4.png	practice
2	200565.00	198111.87	2453	correct	no	2	practice_6.png	practice
4	213746.00	211011.12	2734	correct	yes	4	practice_2.png	practice
4	224294.00	220610.54	3683	correct	yes	4	practice_1.png	practice
4	230771.00	228143.45	2627	correct	yes	4	practice_3.png	practice
4	274435.00	272140.89	2294	correct	yes	4	"22_filler-yes_Trgt-4_throw away.png"	filler
2	281571.00	279407.15	2163	correct	no	2	19_filler-no_Trgt-4_win.png	filler
2	289616.00	286990.04	2625	incorrect	yes	4	8_most-yes-sfot_trgt6_collect.png	most
2	302845.00	299872.61	2972	correct	no	2	9_filler-no_Trgt-6_find.png	filler
2	312592.00	308972.09	3619	incorrect	yes	4	24_most-yes-sfot_trgt4_steal.png	most
2	327598.00	323554.58	4043	correct	no	2	11_subj-nichtnur-no_trgt5_catch.png	only
4	336162.00	332687.37	3474	correct	yes	4	9_filler-yes_Trgt-6_find.png	filler
2	343786.00	340970.24	2815	correct	no	2	5_filler-no_Trgt-6_buy.png	filler
2	353177.00	350536.34	2640	correct	no	2	7_subj-nichtnur-no_trgt6_collect.png	only
2	361011.00	358052.57	2958	correct	no	2	11_filler-no_Trgt-5_catch.png	filler
4	368957.00	366202.11	2754	correct	yes	4	15_filler-yes_Trgt-6_paint.png	filler
2	376846.00	374018.32	2827	correct	no	2	19_subj-nichtnur-no_trgt5_win.png	only
2	384621.00	381984.51	2636	correct	no	2	20_filler-no_Trgt-3_win.png	filler
4	391864.00	389750.72	2113	correct	yes	4	18_filler-yes_Trgt-5_take.png	filler
4	399649.00	396933.65	2715	correct	yes	4	19_most-yes-stot_trgt5_win.png	only
2	407183.00	405433.15	1749	correct	no	2	8_most-no-sfof_trgt6_collect.png	most
4	413836.00	411632.79	2203	correct	yes	4	16_filler-yes_Trgt-5_paint.png	filler
4	420889.00	418732.38	2156	correct	yes	4	24_filler-yes_Trgt-4_steal.png	filler
4	427908.00	425315.33	2592	correct	yes	4	13_most-yes-stot_trgt5_bring.png	most
2	433816.00	432314.93	1501	correct	no	2	14_obj-nichtnur-no_trgt5_bring.png	only
4	440908.00	438481.23	2426	correct	yes	4	12_filler-yes_Trgt-6_catch.png	filler
2	447778.00	445414.17	2363	correct	no	2	"21_most-no-sfof_trgt4_throw away.png"	most
4	455396.00	453547.02	1848	correct	yes	4	3_filler-yes_Trgt-3_break.png	filler
4	460980.00	459596.67	1383	correct	yes	4	10_filler-yes_Trgt-3_find.png	filler
