BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
2	416589.00	407779.70	8809	incorrect	yes	4	practice_2.png	practice
4	426210.00	423345.61	2864	correct	yes	4	practice_1.png	practice
2	433514.00	431078.55	2435	correct	no	2	practice_5.png	practice
4	440794.00	438628.20	2165	correct	yes	4	practice_3.png	practice
4	447766.00	445111.22	2654	incorrect	no	2	practice_4.png	practice
2	454373.00	452194.22	2178	correct	no	2	practice_6.png	practice
4	492776.00	491658.97	1117	correct	yes	4	11_most-yes-stot_trgt5_catch.png	only
4	499457.00	497708.66	1748	correct	yes	4	8_filler-yes_Trgt-6_collect.png	filler
2	505698.00	504191.70	1506	correct	no	2	15_subj-nichtnur-no_trgt6_paint.png	only
2	512968.00	510624.73	2343	correct	no	2	"21_filler-no_Trgt-4_throw away.png"	filler
4	521179.00	519407.62	1771	correct	yes	4	12_most-yes-sfot_trgt3_catch.png	most
4	528360.00	527007.28	1352	correct	yes	4	2_filler-yes_Trgt-5_eat.png	filler
2	534859.00	532723.65	2135	correct	no	2	17_filler-no_Trgt-6_take.png	filler
2	540436.00	539140.02	1295	correct	no	2	11_subj-nichtnur-no_trgt5_catch.png	only
2	547043.00	545023.07	2019	correct	no	2	10_filler-no_Trgt-3_find.png	filler
4	553604.00	552072.71	1531	correct	yes	4	10_most-yes-sfot_trgt3_find.png	only
2	558870.00	557689.11	1180	incorrect	yes	4	13_filler-yes_Trgt-5_bring.png	filler
2	565503.00	563838.81	1664	correct	no	2	17_most-no-sfof_trgt3_take.png	most
4	571345.00	569355.22	1989	incorrect	no	2	2_filler-no_Trgt-5_eat.png	filler
4	579923.00	578138.13	1784	correct	yes	4	17_most-yes-stot_trgt3_take.png	most
2	586611.00	584271.18	2339	correct	no	2	16_filler-no_Trgt-5_paint.png	filler
2	592382.00	590954.19	1427	correct	no	2	7_subj-nichtnur-no_trgt6_collect.png	only
2	598916.00	596553.91	2362	correct	no	2	24_most-no-sfof_trgt4_steal.png	most
4	606655.00	603553.56	3101	correct	yes	4	12_filler-yes_Trgt-6_catch.png	filler
4	612205.00	610953.20	1251	correct	yes	4	13_most-yes-stot_trgt5_bring.png	most
4	618077.00	616136.29	1940	correct	yes	4	9_filler-yes_Trgt-6_find.png	filler
4	623872.00	621969.34	1902	correct	yes	4	6_most-yes-sfot_trgt4_buy.png	only
2	630051.00	628352.38	1698	incorrect	yes	4	16_most-yes-sfot_trgt5_paint.png	most
4	636323.00	634302.09	2020	correct	yes	4	24_filler-yes_Trgt-4_steal.png	filler
2	642995.00	641551.73	1443	incorrect	yes	4	23_most-yes-stot_trgt4_steal.png	only
4	679823.00	678583.28	1239	correct	yes	4	"22_most-yes-sfot_trgt4_throw away.png"	only
4	686462.00	684332.99	2129	correct	yes	4	5_filler-yes_Trgt-6_buy.png	filler
2	693210.00	690932.69	2277	correct	no	2	10_obj-nichtnur-no_trgt3_find.png	only
2	699325.00	697432.38	1892	incorrect	yes	4	14_filler-yes_Trgt-3_bring.png	filler
2	705671.00	703365.41	2305	correct	no	2	13_filler-no_Trgt-5_bring.png	filler
4	711834.00	710015.08	1818	correct	yes	4	"21_most-yes-stot_trgt4_throw away.png"	most
2	719237.00	717014.76	2222	correct	no	2	19_filler-no_Trgt-4_win.png	filler
2	725462.00	723031.13	2430	correct	no	2	6_filler-no_Trgt-4_buy.png	filler
2	731649.00	729714.14	1934	correct	no	2	13_most-no-sfof_trgt5_bring.png	most
2	736896.00	735663.86	1232	correct	no	2	1_filler-no_Trgt-3_eat.png	filler
4	744588.00	742913.51	1674	correct	yes	4	2_most-yes-sfot_trgt5_eat.png	only
2	751888.00	748779.89	3108	incorrect	yes	4	4_most-yes-sfot_trgt4_break.png	most
4	758837.00	756546.18	2290	correct	yes	4	1_filler-yes_Trgt-3_eat.png	filler
4	765249.00	763679.17	1569	correct	yes	4	"21_filler-yes_Trgt-4_throw away.png"	filler
4	770971.00	770062.19	908	correct	yes	4	19_most-yes-stot_trgt5_win.png	only
4	776242.00	774778.64	1463	correct	yes	4	3_filler-yes_Trgt-3_break.png	filler
2	781598.00	780078.39	1519	correct	no	2	7_filler-no_Trgt-3_collect.png	filler
2	788689.00	785628.11	3060	correct	no	2	23_subj-nichtnur-no_trgt4_steal.png	only
2	794708.00	792594.45	2113	correct	no	2	3_subj-nichtnur-no_trgt3_break.png	only
2	800696.00	799027.47	1668	correct	no	2	23_filler-no_Trgt-5_steal.png	filler
4	806556.00	804860.52	1695	correct	yes	4	"22_filler-yes_Trgt-4_throw away.png"	filler
2	812328.00	810543.57	1784	correct	no	2	"21_most-no-sfof_trgt4_throw away.png"	most
