BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
0	-1	218273.68	-1	no_response	yes	4	practice_3.png	practice
0	-1	236189.50	-1	no_response	no	2	practice_4.png	practice
2	254443.00	252505.37	1937	correct	no	2	practice_6.png	practice
4	262598.00	260238.34	2359	correct	yes	4	practice_2.png	practice
2	271180.00	269237.92	1942	correct	no	2	practice_5.png	practice
4	278472.00	276920.87	1551	correct	yes	4	practice_1.png	practice
4	333303.00	331234.93	2068	incorrect	no	2	2_filler-no_Trgt-5_eat.png	filler
4	343028.00	340401.16	2626	correct	yes	4	9_filler-yes_Trgt-6_find.png	filler
4	351369.00	349067.40	2301	correct	yes	4	8_most-yes-sfot_trgt6_collect.png	only
4	359232.00	356667.03	2564	incorrect	no	2	4_obj-nichtnur-no_trgt4_break.png	only
2	366000.00	364383.33	1616	correct	no	2	"22_filler-no_Trgt-4_throw away.png"	filler
4	372333.00	370683.04	1649	correct	yes	4	19_most-yes-stot_trgt5_win.png	most
2	381282.00	378549.32	2732	correct	no	2	4_filler-no_Trgt-4_break.png	filler
4	387352.00	385748.99	1603	correct	yes	4	14_filler-yes_Trgt-3_bring.png	filler
2	393353.00	391665.36	1687	correct	no	2	9_subj-nichtnur-no_trgt6_find.png	only
2	401975.00	400114.96	1860	correct	no	2	2_most-no-sfof_trgt5_eat.png	most
2	408600.00	406831.30	1768	correct	no	2	"21_filler-no_Trgt-4_throw away.png"	filler
2	415255.00	413747.64	1507	correct	no	2	14_most-no-sfof_trgt5_bring.png	most
4	421213.00	419264.03	1948	correct	yes	4	7_filler-yes_Trgt-3_collect.png	filler
2	427320.00	425930.38	1389	correct	no	2	19_most-no-sfof_trgt5_win.png	most
2	433400.00	431363.46	2036	correct	no	2	3_filler-no_Trgt-3_break.png	filler
4	439491.00	437863.13	1627	correct	yes	4	8_filler-yes_Trgt-6_collect.png	filler
2	445481.00	443462.86	2018	correct	no	2	5_subj-nichtnur-no_trgt3_buy.png	only
2	453707.00	451512.49	2194	correct	no	2	9_filler-no_Trgt-6_find.png	filler
