BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
2	1106647.00	1104005.64	2641	correct	no	2	7_filler-no_Trgt-3_collect.png	filler
4	1113651.00	1111888.61	1762	correct	yes	4	14_most-yes-stot_trgt5_bring.png	only
4	1121876.00	1118721.60	3154	correct	yes	4	11_filler-yes_Trgt-5_catch.png	filler
2	1130689.00	1127721.17	2967	correct	no	2	23_filler-no_Trgt-5_steal.png	filler
2	1140331.00	1137387.37	2943	correct	no	2	12_most-no-sfof_trgt3_catch.png	most
4	1147960.00	1145220.33	2739	correct	yes	4	12_filler-yes_Trgt-6_catch.png	filler
4	1156698.00	1152869.97	3828	correct	yes	4	9_most-yes-sfot_trgt6_find.png	only
2	1166478.00	1162769.49	3708	incorrect	yes	4	11_most-yes-sfot_trgt5_catch.png	most
2	1176296.00	1174135.61	2160	correct	no	2	3_filler-no_Trgt-3_break.png	filler
2	1183265.00	1180918.64	2346	correct	no	2	10_filler-no_Trgt-3_find.png	filler
4	1191151.00	1188734.92	2416	correct	yes	4	12_most-yes-stot_trgt3_catch.png	most
2	1199357.00	1196417.88	2939	correct	no	2	23_most-no-sfof_trgt4_steal.png	most
4	1206399.00	1204534.15	1864	correct	yes	4	15_filler-yes_Trgt-6_paint.png	filler
2	1214264.00	1212417.11	1846	correct	no	2	"21_obj-nichtnur-no_trgt4_throw away.png"	only
4	1222055.00	1218983.46	3071	correct	yes	4	24_most-yes-stot_trgt4_steal.png	most
2	1231004.00	1228133.04	2870	correct	no	2	2_filler-no_Trgt-5_eat.png	filler
4	1242068.00	1239032.50	3035	correct	yes	4	5_filler-yes_Trgt-6_buy.png	filler
2	1248583.00	1246965.46	1617	correct	no	2	2_subj-nichtnur-no_trgt5_eat.png	only
4	1255088.00	1253381.81	1706	correct	yes	4	6_most-yes-stot_trgt4_buy.png	only
2	1262828.00	1260448.14	2379	correct	no	2	6_filler-no_Trgt-4_buy.png	filler
4	1270189.00	1267414.47	2774	correct	yes	4	8_filler-yes_Trgt-6_collect.png	filler
4	1278928.00	1275797.41	3130	correct	yes	4	8_most-yes-stot_trgt6_collect.png	most
4	1287953.00	1284813.62	3139	correct	yes	4	1_filler-yes_Trgt-3_eat.png	filler
2	1297225.00	1294679.83	2545	correct	no	2	"22_subj-nichtnur-no_trgt4_throw away.png"	only
