BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
2	1506495.00	1502756.33	3738	correct	no	2	5_filler-no_Trgt-6_buy.png	filler
2	1516105.00	1511855.88	4249	correct	no	2	12_most-no-sfof_trgt3_catch.png	most
2	1523485.00	1521772.09	1712	correct	no	2	6_obj-nichtnur-no_trgt4_buy.png	only
2	1531905.00	1528371.77	3533	correct	no	2	3_filler-no_Trgt-3_break.png	filler
4	1542705.00	1540771.17	1933	correct	yes	4	24_filler-yes_Trgt-4_steal.png	filler
2	1553173.00	1547554.17	5618	correct	no	2	1_most-no-sfof_trgt6_eat.png	most
4	1562686.00	1560070.23	2615	correct	yes	4	14_filler-yes_Trgt-3_bring.png	filler
4	1571207.00	1568369.84	2837	correct	yes	4	23_filler-yes_Trgt-5_steal.png	filler
4	1578641.00	1576452.78	2188	correct	yes	4	17_most-yes-stot_trgt3_take.png	most
2	1589762.00	1584935.71	4826	correct	no	2	9_most-no-sfof_trgt6_find.png	most
4	1599290.00	1595818.52	3471	correct	yes	4	18_filler-yes_Trgt-5_take.png	filler
4	1607066.00	1605418.05	1647	incorrect	no	2	20_filler-no_Trgt-3_win.png	filler
4	1617531.00	1613234.34	4296	correct	yes	4	2_most-yes-sfot_trgt5_eat.png	only
4	1626695.00	1622733.89	3961	correct	yes	4	16_most-yes-sfot_trgt5_paint.png	most
4	1635925.00	1633416.72	2508	correct	yes	4	"21_filler-yes_Trgt-4_throw away.png"	filler
4	1644988.00	1642882.92	2105	correct	yes	4	12_most-yes-sfot_trgt3_catch.png	most
4	1652721.00	1650315.89	2405	correct	yes	4	15_most-yes-stot_trgt6_paint.png	only
2	1663792.00	1657598.88	6193	correct	no	2	8_filler-no_Trgt-6_collect.png	filler
4	1671806.00	1669031.67	2774	correct	yes	4	3_filler-yes_Trgt-3_break.png	filler
4	1677552.00	1676247.97	1304	correct	yes	4	11_most-yes-stot_trgt5_catch.png	only
4	1726900.00	1724695.66	2204	correct	yes	4	10_filler-yes_Trgt-3_find.png	filler
2	1734275.00	1731678.64	2596	correct	no	2	19_subj-nichtnur-no_trgt5_win.png	only
2	1744811.00	1742044.82	2766	correct	no	2	17_filler-no_Trgt-6_take.png	filler
2	1752188.00	1749577.78	2610	correct	no	2	11_filler-no_Trgt-5_catch.png	filler
4	1760824.00	1757644.06	3179	correct	yes	4	4_most-yes-sfot_trgt4_break.png	most
4	1768239.00	1766110.33	2128	correct	yes	4	7_most-yes-stot_trgt6_collect.png	only
2	1778926.00	1775409.88	3516	correct	no	2	18_filler-no_Trgt-5_take.png	filler
2	1789565.00	1786009.37	3555	correct	no	2	8_most-no-sfof_trgt6_collect.png	most
2	1799043.00	1796125.56	2917	correct	no	2	6_filler-no_Trgt-4_buy.png	filler
4	1808263.00	1805308.43	2954	correct	yes	4	17_filler-yes_Trgt-6_take.png	filler
4	1815596.00	1813091.39	2504	correct	yes	4	18_most-yes-sfot_trgt3_take.png	only
4	1824118.00	1821690.98	2427	correct	yes	4	6_most-yes-sfot_trgt4_buy.png	only
4	1831760.00	1829740.61	2019	correct	yes	4	4_filler-yes_Trgt-4_break.png	filler
2	1838677.00	1836306.94	2370	correct	no	2	9_filler-no_Trgt-6_find.png	filler
4	1845891.00	1843573.27	2317	correct	yes	4	20_most-yes-sfot_trgt6_win.png	most
2	1855629.00	1852722.83	2906	correct	no	2	16_most-no-sfof_trgt5_paint.png	most
2	1864649.00	1862639.01	2009	correct	no	2	19_filler-no_Trgt-4_win.png	filler
2	1876626.00	1871655.25	4970	correct	no	2	12_filler-no_Trgt-6_catch.png	filler
2	1884252.00	1881488.11	2763	correct	no	2	24_most-no-sfof_trgt4_steal.png	most
4	1893635.00	1889304.41	4330	correct	yes	4	2_filler-yes_Trgt-5_eat.png	filler
4	1901939.00	1898403.96	3535	correct	yes	4	9_most-yes-stot_trgt6_find.png	most
2	1911262.00	1907553.52	3708	incorrect	yes	4	"21_most-yes-stot_trgt4_throw away.png"	most
2	1923243.00	1919952.94	3290	correct	no	2	2_filler-no_Trgt-5_eat.png	filler
2	1933776.00	1929835.77	3940	correct	no	2	14_filler-no_Trgt-3_bring.png	filler
