BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
2	1039453.00	1036148.92	3304	correct	no	2	2_most-no-sfof_trgt5_eat.png	most
4	1046154.00	1043981.89	2172	correct	yes	4	"22_filler-yes_Trgt-4_throw away.png"	filler
4	1056237.00	1052148.16	4088	correct	yes	4	17_filler-yes_Trgt-6_take.png	filler
2	1063732.00	1060297.76	3434	correct	no	2	24_subj-nichtnur-no_trgt4_steal.png	only
4	1070476.00	1067864.08	2611	correct	yes	4	4_filler-yes_Trgt-4_break.png	filler
2	1078975.00	1075213.73	3761	correct	no	2	14_most-no-sfof_trgt5_bring.png	most
4	1088305.00	1083196.66	5108	correct	yes	4	16_filler-yes_Trgt-5_paint.png	filler
2	1096175.00	1092662.89	3512	correct	no	2	10_most-no-sfof_trgt3_find.png	most
4	1104981.00	1101212.47	3768	correct	yes	4	19_most-yes-sfot_trgt5_win.png	only
2	1112429.00	1109362.08	3066	correct	no	2	7_filler-no_Trgt-3_collect.png	filler
2	1119347.00	1117178.38	2168	correct	no	2	23_filler-no_Trgt-5_steal.png	filler
4	1126474.00	1123528.07	2945	correct	yes	4	7_most-yes-sfot_trgt6_collect.png	only
2	1133335.00	1131311.02	2023	correct	no	2	10_filler-no_Trgt-3_find.png	filler
2	1139346.00	1137727.38	1618	correct	no	2	1_filler-no_Trgt-3_eat.png	filler
2	1147392.00	1143827.08	3564	correct	no	2	20_subj-nichtnur-no_trgt6_win.png	only
2	1155351.00	1152060.02	3290	incorrect	yes	4	13_most-yes-sfot_trgt5_bring.png	most
2	1165492.00	1161076.26	4415	correct	no	2	11_filler-no_Trgt-5_catch.png	filler
4	1174309.00	1170425.82	3883	correct	yes	4	6_filler-yes_Trgt-4_buy.png	filler
2	1181190.00	1178992.06	2197	incorrect	yes	4	5_most-yes-sfot_trgt3_buy.png	most
2	1190467.00	1186691.69	3775	incorrect	yes	4	2_most-yes-stot_trgt5_eat.png	most
2	1200573.00	1197374.51	3198	correct	no	2	13_filler-no_Trgt-5_bring.png	filler
2	1208521.00	1205874.11	2646	correct	no	2	24_filler-no_Trgt-4_steal.png	filler
2	1243253.00	1240805.76	2447	correct	no	2	3_obj-nichtnur-no_trgt3_break.png	only
2	1249507.00	1247505.44	2001	correct	no	2	13_most-no-sfof_trgt5_bring.png	most
2	1256019.00	1253788.47	2230	correct	no	2	15_filler-no_Trgt-6_paint.png	filler
4	1264264.00	1262088.07	2175	correct	yes	4	11_most-yes-sfot_trgt5_catch.png	only
4	1270675.00	1268354.43	2320	correct	yes	4	20_most-yes-stot_trgt6_win.png	only
4	1278099.00	1274720.80	3378	correct	yes	4	12_filler-yes_Trgt-6_catch.png	filler
4	1285355.00	1282270.44	3084	correct	yes	4	2_filler-yes_Trgt-5_eat.png	filler
2	1292275.00	1290003.39	2271	correct	no	2	8_subj-nichtnur-no_trgt6_collect.png	only
2	1298485.00	1296536.40	1948	correct	no	2	1_most-no-sfof_trgt6_eat.png	most
4	1304803.00	1302552.81	2250	correct	yes	4	1_filler-yes_Trgt-3_eat.png	filler
4	1310597.00	1308769.16	1827	correct	yes	4	19_filler-yes_Trgt-4_win.png	filler
2	1317339.00	1314752.21	2586	incorrect	yes	4	"21_most-yes-sfot_trgt4_throw away.png"	most
2	1325766.00	1322135.19	3630	correct	no	2	18_filler-no_Trgt-5_take.png	filler
2	1331921.00	1330401.46	1519	correct	no	2	5_most-no-sfof_trgt3_buy.png	most
2	1338264.00	1336067.85	2196	correct	no	2	9_filler-no_Trgt-6_find.png	filler
4	1343484.00	1341984.23	1499	correct	yes	4	24_filler-yes_Trgt-4_steal.png	filler
2	1348466.00	1346967.32	1498	correct	no	2	23_obj-nichtnur-no_trgt4_steal.png	only
2	1354933.00	1352417.05	2515	correct	no	2	15_obj-nichtnur-no_trgt6_paint.png	only
2	1362774.00	1358766.77	4007	incorrect	yes	4	14_filler-yes_Trgt-3_bring.png	filler
4	1372703.00	1369832.89	2870	correct	yes	4	12_most-yes-stot_trgt3_catch.png	only
4	1378634.00	1376732.56	1901	correct	yes	4	24_most-yes-stot_trgt4_steal.png	only
4	1385441.00	1382498.95	2942	correct	yes	4	18_filler-yes_Trgt-5_take.png	filler
4	1392086.00	1389698.60	2387	correct	yes	4	10_most-yes-stot_trgt3_find.png	most
2	1397644.00	1396264.97	1379	incorrect	yes	4	9_most-yes-sfot_trgt6_find.png	most
