BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
2	128086.00	124971.93	3114	correct	no	2	practice_6.png	practice
4	138714.00	134554.71	4159	correct	yes	4	practice_3.png	practice
4	148123.00	144404.14	3718	correct	yes	4	practice_1.png	practice
4	158665.00	154903.52	3761	correct	yes	4	practice_2.png	practice
2	169611.00	166069.55	3541	correct	no	2	practice_5.png	practice
4	180943.00	176968.91	3974	incorrect	no	2	practice_4.png	practice
4	259676.00	257064.27	2611	correct	yes	4	2_most-yes-stot_trgt5_eat.png	most
2	269219.00	267030.36	2188	correct	no	2	10_most-no-sfof_trgt3_find.png	most
4	277791.00	275046.55	2744	correct	yes	4	12_filler-yes_Trgt-6_catch.png	filler
4	287500.00	284879.32	2620	correct	yes	4	14_most-yes-stot_trgt5_bring.png	most
2	298562.00	296378.65	2183	correct	no	2	13_most-no-sfof_trgt5_bring.png	most
4	310283.00	306528.06	3754	correct	yes	4	24_filler-yes_Trgt-4_steal.png	filler
2	318864.00	315977.51	2886	correct	no	2	9_filler-no_Trgt-6_find.png	filler
2	328572.00	326810.20	1761	correct	no	2	1_most-no-sfof_trgt6_eat.png	most
4	341693.00	334643.11	7049	incorrect	no	2	8_filler-no_Trgt-6_collect.png	filler
2	354059.00	350408.84	3650	correct	no	2	8_subj-nichtnur-no_trgt6_collect.png	only
2	365590.00	360541.60	5048	correct	no	2	7_filler-no_Trgt-3_collect.png	filler
4	377980.00	375540.72	2439	correct	yes	4	11_most-yes-sfot_trgt5_catch.png	only
4	388419.00	383856.91	4562	correct	yes	4	18_most-yes-stot_trgt3_take.png	most
4	398547.00	395672.89	2874	incorrect	no	2	14_filler-no_Trgt-3_bring.png	filler
4	410536.00	407705.52	2830	correct	yes	4	10_filler-yes_Trgt-3_find.png	filler
4	422443.00	420354.79	2088	correct	yes	4	23_most-yes-sfot_trgt4_steal.png	only
2	433568.00	430020.90	3547	correct	no	2	6_most-no-sfof_trgt4_buy.png	most
2	446410.00	442270.19	4139	correct	no	2	20_filler-no_Trgt-3_win.png	filler
4	457796.00	454436.14	3359	correct	yes	4	14_filler-yes_Trgt-3_bring.png	filler
2	470766.00	467118.74	3647	incorrect	yes	4	"21_most-yes-sfot_trgt4_throw away.png"	most
4	484981.00	481417.91	3563	correct	yes	4	16_filler-yes_Trgt-5_paint.png	filler
4	498863.00	496383.72	2479	correct	yes	4	7_most-yes-sfot_trgt6_collect.png	only
2	515674.00	508499.67	7174	incorrect	yes	4	"22_most-yes-stot_trgt4_throw away.png"	most
4	531390.00	527248.60	4141	correct	yes	4	18_filler-yes_Trgt-5_take.png	filler
2	602780.00	599344.41	3435	correct	no	2	17_most-no-sfof_trgt3_take.png	most
2	613501.00	610443.78	3057	correct	no	2	3_obj-nichtnur-no_trgt3_break.png	only
2	623233.00	620993.17	2239	correct	no	2	1_filler-no_Trgt-3_eat.png	filler
4	634357.00	630875.91	3481	correct	yes	4	8_filler-yes_Trgt-6_collect.png	filler
2	646615.00	644025.15	2589	correct	no	2	"22_most-no-sfof_trgt4_throw away.png"	most
2	658355.00	655757.81	2597	correct	no	2	12_subj-nichtnur-no_trgt3_catch.png	only
2	667250.00	664657.29	2592	correct	no	2	15_filler-no_Trgt-6_paint.png	filler
4	676937.00	674540.06	2396	correct	yes	4	19_filler-yes_Trgt-4_win.png	filler
