"","subject","correct_judgment","button_expected","pic_file","trial","button_pressed","button_press_time","display_on_time","rt","response_accuracy","particle","version","sentence","logRT","foc","congruence"
"1","v1p1","no","2","1_filler-no_Trgt-3_eat.png","33","2","623233.00","620993.17",2239,"correct","filler","1","Miś zjadł parę arbuzów.",7.71378461659875,"obj","incongruent"
"2","v1p1","no","2","1_most-no-sfof_trgt6_eat.png","14","2","328572.00","326810.20",1761,"correct","most","1","Najwięcej pies zjadł rogalików.",7.47363710849621,"obj","incongruent"
"3","v1p1","no","2","10_filler-no_Trgt-3_find.png","71","2","1080798.00","1077133.39",3664,"correct","filler","1","Miś znalazł cztery wieszaki.",8.20631072579402,"obj","incongruent"
"4","v1p1","no","2","10_most-no-sfof_trgt3_find.png","8","2","269219.00","267030.36",2188,"correct","most","1","Najwięcej zegarków znalazł pies.",7.69074316354187,"subj","incongruent"
"5","v1p1","no","2","11_filler-no_Trgt-5_catch.png","94","2","1367758.00","1363716.80",4041,"correct","filler","1","Pies złapał kilka żabek.",8.30424746507847,"obj","incongruent"
"6","v1p1","no","2","11_obj-nichtnur-no_trgt5_catch.png","86","2","1291549.00","1287937.86",3611,"correct","only","1","Królik złapał nie tylko motyle.",8.19174002127746,"obj","incongruent"
"7","v1p1","no","2","12_filler-no_Trgt-6_catch.png","78","2","1148472.00","1145996.07",2475,"correct","filler","1","Osioł złapał cztery pająki.",7.81399567500279,"obj","incongruent"
"8","v1p1","no","2","12_subj-nichtnur-no_trgt3_catch.png","36","2","658355.00","655757.81",2597,"correct","only","1","Piłki złapał nie tylko osioł.",7.86211221166275,"subj","incongruent"
"9","v1p1","no","2","13_filler-no_Trgt-5_bring.png","70","2","1069836.00","1068167.26",1668,"correct","filler","1","Pies przyniósł trzy linijki.",7.41938058291869,"obj","incongruent"
"10","v1p1","no","2","13_most-no-sfof_trgt5_bring.png","11","2","298562.00","296378.65",2183,"correct","most","1","Najwięcej lew przyniósł gwoździ.",7.68845535654994,"obj","incongruent"
"11","v1p1","no","2","14_filler-no_Trgt-3_bring.png","20","4","398547.00","395672.89",2874,"incorrect","filler","1","Lew przyniósł pięć siekierek.",7.96346006663897,"obj","incongruent"
"12","v1p1","no","2","14_most-no-sfof_trgt5_bring.png","81","2","1237541.00","1234457.61",3083,"correct","most","1","Najwięcej ołówków przyniósł prosiaczek.",8.03365842788615,"subj","incongruent"
"13","v1p1","no","2","15_filler-no_Trgt-6_paint.png","37","2","667250.00","664657.29",2592,"correct","filler","1","Prosiaczek namalował pięć krzyżyków.",7.86018505747217,"obj","incongruent"
"14","v1p1","no","2","15_obj-nichtnur-no_trgt6_paint.png","76","2","1129255.00","1126130.57",3124,"correct","only","1","Osioł namalował nie tylko słonka.",8.04686951095958,"obj","incongruent"
"15","v1p1","no","2","16_filler-no_Trgt-5_paint.png","57","2","939268.00","936874.86",2393,"correct","filler","1","Osioł namalował cztery drzewka.",7.78030308790837,"obj","incongruent"
"16","v1p1","no","2","16_subj-nichtnur-no_trgt5_paint.png","77","2","1140130.00","1135496.67",4633,"correct","only","1","Trójkąty namalował nie tylko osioł.",8.44095988541665,"subj","incongruent"
"17","v1p1","no","2","17_filler-no_Trgt-6_take.png","46","2","754983.00","751735.58",3247,"correct","filler","1","Królik zabrał cztery świeczki.",8.08548677210285,"obj","incongruent"
"18","v1p1","no","2","17_most-no-sfof_trgt3_take.png","31","2","602780.00","599344.41",3435,"correct","most","1","Najwięcej pies zabrał pudełek.",8.14177220465645,"obj","incongruent"
"19","v1p1","no","2","18_filler-no_Trgt-5_take.png","59","2","961707.00","958556.95",3150,"correct","filler","1","Królik zabrał sześć markerów.",8.05515773181968,"obj","incongruent"
"20","v1p1","no","2","18_most-no-sfof_trgt3_take.png","100","2","1436082.00","1432112.85",3969,"correct","most","1","Najwięcej książek zabrał osioł.",8.28626945278307,"subj","incongruent"
"21","v1p1","no","2","19_filler-no_Trgt-4_win.png","101","2","1444209.00","1442028.94",2180,"correct","filler","1","Miś wygrał trzy pisanki.",7.68708015578313,"obj","incongruent"
"22","v1p1","no","2","19_obj-nichtnur-no_trgt5_win.png","58","2","951686.00","945241.04",6444,"correct","only","1","Lew wygrał nie tylko lizaki.",8.77090474429687,"obj","incongruent"
"23","v1p1","no","2","2_filler-no_Trgt-5_eat.png","83","2","1260676.00","1257006.31",3669,"correct","filler","1","Miś zjadł kilka jabłek.",8.20767442435528,"obj","incongruent"
"24","v1p1","no","2","2_most-no-sfof_trgt5_eat.png","90","2","1329617.00","1326685.61",2931,"correct","most","1","Najwięcej ziemniaków zjadł lew.",7.98309894071089,"subj","incongruent"
"25","v1p1","no","2","20_filler-no_Trgt-3_win.png","24","2","446410.00","442270.19",4139,"correct","filler","1","Miś wygrał sześć medali.",8.32820949174873,"obj","incongruent"
"26","v1p1","no","2","20_subj-nichtnur-no_trgt6_win.png","60","2","970802.00","967856.40",2945,"correct","only","1","Gwiazdki wygrał nie tylko miś.",7.98786409608569,"subj","incongruent"
"27","v1p1","no","2","21_filler-no_Trgt-4_throw away.png","50","2","798844.00","796449.67",2394,"correct","filler","1","Osioł wyrzucił pięć smoczków.",7.78072088611792,"obj","incongruent"
"28","v1p1","no","2","21_most-no-sfof_trgt4_throw away.png","44","2","734882.00","732803.35",2078,"correct","most","1","Najwięcej prosiaczek wyrzucił czapek.",7.63916117165917,"obj","incongruent"
"29","v1p1","no","2","22_filler-no_Trgt-4_throw away.png","54","2","839391.00","837213.96",2177,"correct","filler","1","Pies wyrzucił sześć szminek.",7.68570306123455,"obj","incongruent"
"30","v1p1","no","2","22_most-no-sfof_trgt4_throw away.png","35","2","646615.00","644025.15",2589,"correct","most","1","Najwięcej misiów wyrzucił osioł.",7.85902697975154,"subj","incongruent"
"31","v1p1","no","2","23_filler-no_Trgt-5_steal.png","68","2","1049509.00","1047768.43",1740,"correct","filler","1","Lew ukradł trzy talerze.",7.46164039220858,"obj","incongruent"
"32","v1p1","no","2","23_obj-nichtnur-no_trgt4_steal.png","80","2","1227474.00","1221708.36",5765,"correct","only","1","Pies ukradł nie tylko cytryny.",8.65956043270316,"obj","incongruent"
"33","v1p1","no","2","24_filler-no_Trgt-4_steal.png","102","2","1455368.00","1451395.05",3972,"correct","filler","1","Prosiaczek ukradł sześć kapeluszy.",8.28702502516506,"obj","incongruent"
"34","v1p1","no","2","24_subj-nichtnur-no_trgt4_steal.png","47","4","766727.00","761218.36",5508,"incorrect","only","1","Noże ukradł nie tylko prosiaczek.",8.61395685984855,"subj","incongruent"
"35","v1p1","no","2","3_filler-no_Trgt-3_break.png","74","2","1108045.00","1105248.43",2796,"correct","filler","1","Osioł popsuł parę zegarów.",7.9359451033537,"obj","incongruent"
"36","v1p1","no","2","3_obj-nichtnur-no_trgt3_break.png","32","2","613501.00","610443.78",3057,"correct","only","1","Królik popsuł nie tylko telefony.",8.02518932189084,"obj","incongruent"
"37","v1p1","no","2","4_filler-no_Trgt-4_break.png","53","2","831159.00","825347.97",5811,"correct","filler","1","Pies popsuł kilka suszarek.",8.66750795207511,"obj","incongruent"
"38","v1p1","no","2","4_subj-nichtnur-no_trgt4_break.png","39","2","686098.00","683656.20",2441,"correct","only","1","Zszywacze popsuł nie tylko pies.",7.80016307039296,"subj","incongruent"
"39","v1p1","no","2","5_filler-no_Trgt-6_buy.png","79","2","1215976.00","1212742.21",3233,"correct","filler","1","Lew kupił kilka butelek.",8.08116577772543,"obj","incongruent"
"40","v1p1","no","2","5_most-no-sfof_trgt3_buy.png","51","2","808881.00","806832.39",2048,"correct","most","1","Najwięcej królik kupił pomidorów.",7.6246189861594,"obj","incongruent"
"41","v1p1","no","2","6_filler-no_Trgt-4_buy.png","61","2","979551.00","976705.87",2845,"correct","filler","1","Prosiaczek kupił kilka hotdogów.",7.95331834656043,"obj","incongruent"
"42","v1p1","no","2","6_most-no-sfof_trgt4_buy.png","23","2","433568.00","430020.90",3547,"correct","most","1","Najwięcej szczoteczek kupił królik.",8.17385745477362,"subj","incongruent"
"43","v1p1","no","2","7_filler-no_Trgt-3_collect.png","17","2","365590.00","360541.60",5048,"correct","filler","1","Lew zebrał parę róż.",8.52674740422105,"obj","incongruent"
"44","v1p1","no","2","7_obj-nichtnur-no_trgt6_collect.png","63","2","998191.00","995971.44",2219,"correct","only","1","Pies zebrał nie tylko grzyby.",7.70481192293259,"obj","incongruent"
"45","v1p1","no","2","8_filler-no_Trgt-6_collect.png","15","4","341693.00","334643.11",7049,"incorrect","filler","1","Prosiaczek zebrał kilka znaczków.",8.86064104177388,"obj","incongruent"
"46","v1p1","no","2","8_subj-nichtnur-no_trgt6_collect.png","16","2","354059.00","350408.84",3650,"correct","only","1","Kamienie zebrał nie tylko prosiaczek.",8.20248244657654,"subj","incongruent"
"47","v1p1","no","2","9_filler-no_Trgt-6_find.png","13","2","318864.00","315977.51",2886,"correct","filler","1","Królik znalazł trzy cygara.",7.96762673933382,"obj","incongruent"
"48","v1p1","no","2","9_most-no-sfof_trgt6_find.png","98","2","1415840.00","1412530.63",3309,"correct","most","1","Najwięcej osioł znalazł kluczy.",8.10440130792161,"obj","incongruent"
"49","v1p1","no","2","practice_4.png","6","4","180943.00","176968.91",3974,"incorrect","practice","1","Pies znalazł siedem kul.",8.28752842311176,"obj","incongruent"
"50","v1p1","no","2","practice_5.png","5","2","169611.00","166069.55",3541,"correct","practice","1","Osioł namalował wiele ludzików.",8.1721644521119,"obj","incongruent"
"51","v1p1","no","2","practice_6.png","1","2","128086.00","124971.93",3114,"correct","practice","1","Lew nie wygrał żadnych chorągiewek.",8.04366335239394,"obj","incongruent"
"52","v1p1","yes","4","1_filler-yes_Trgt-3_eat.png","97","4","1406678.00","1403231.18",3446,"correct","filler","1","Pies zjadł parę główek kapusty.",8.14496941708788,"obj","congruent"
"53","v1p1","yes","4","1_most-yes-sfot_trgt6_eat.png","69","2","1058051.00","1055667.96",2383,"incorrect","most","1","Najwięcej lew zjadł ciastek.",7.77611547709874,"obj","congruent"
"54","v1p1","yes","4","10_filler-yes_Trgt-3_find.png","21","4","410536.00","407705.52",2830,"correct","filler","1","Pies znalazł trzy żarówki.",7.94803199063728,"obj","congruent"
"55","v1p1","yes","4","10_most-yes-stot_trgt3_find.png","66","4","1028510.00","1026053.03",2456,"correct","most","1","Najwięcej okularów znalazł osioł.",7.80628928926703,"subj","congruent"
"56","v1p1","yes","4","11_filler-yes_Trgt-5_catch.png","85","4","1281745.00","1279438.35",2306,"correct","filler","1","Lew złapał dużo żabek.",7.743269700829,"obj","congruent"
"57","v1p1","yes","4","11_most-yes-sfot_trgt5_catch.png","18","4","377980.00","375540.72",2439,"correct","only","1","Królik złapał nie tylko biedronki.",7.79934339821592,"obj","congruent"
"58","v1p1","yes","4","12_filler-yes_Trgt-6_catch.png","9","4","277791.00","275046.55",2744,"correct","filler","1","Prosiaczek złapał sześć mrówek.",7.91717198884578,"obj","congruent"
"59","v1p1","yes","4","12_most-yes-stot_trgt3_catch.png","42","4","714119.00","711471.25",2647,"correct","only","1","Balony złapał nie tylko królik.",7.8811822022271,"subj","congruent"
"60","v1p1","yes","4","13_filler-yes_Trgt-5_bring.png","43","4","725512.00","721670.66",3841,"correct","filler","1","Lew przyniósł pięć długopisów.",8.2534880283459,"obj","congruent"
"61","v1p1","yes","4","13_most-yes-sfot_trgt5_bring.png","48","4","776592.00","774634.26",1957,"correct","most","1","Najwięcej miś przyniósł spinaczy.",7.57916796739608,"obj","congruent"
"62","v1p1","yes","4","14_filler-yes_Trgt-3_bring.png","25","4","457796.00","454436.14",3359,"correct","filler","1","Prosiaczek przyniósł trzy młotki.",8.11939858961229,"obj","congruent"
"63","v1p1","yes","4","14_most-yes-stot_trgt5_bring.png","10","4","287500.00","284879.32",2620,"correct","most","1","Najwięcej kredek przyniósł miś.",7.87092959675514,"subj","congruent"
"64","v1p1","yes","4","15_filler-yes_Trgt-6_paint.png","99","4","1426989.00","1422363.41",4625,"correct","filler","1","Królik namalował sześć kresek.",8.43923164994653,"obj","congruent"
"65","v1p1","yes","4","15_most-yes-sfot_trgt6_paint.png","73","4","1099148.00","1096498.95",2649,"correct","only","1","Osioł namalował nie tylko chmurki.",7.88193748927207,"obj","congruent"
"66","v1p1","yes","4","16_filler-yes_Trgt-5_paint.png","27","4","484981.00","481417.91",3563,"correct","filler","1","Miś namalował pięć kwiatków.",8.17835816560584,"obj","congruent"
"67","v1p1","yes","4","16_most-yes-stot_trgt5_paint.png","88","4","1308806.00","1306470.11",2335,"correct","only","1","Kółka namalował nie tylko pies.",7.755767170103,"subj","congruent"
"68","v1p1","yes","4","17_filler-yes_Trgt-6_take.png","92","4","1347852.00","1344867.90",2984,"correct","filler","1","Pies zabrał sześć zapałek.",8.00101996132365,"obj","congruent"
"69","v1p1","yes","4","17_most-yes-sfot_trgt3_take.png","95","2","1378054.00","1376282.74",1771,"incorrect","most","1","Najwięcej lew zabrał torebek.",7.47929963778283,"obj","congruent"
"70","v1p1","yes","4","18_filler-yes_Trgt-5_take.png","30","4","531390.00","527248.60",4141,"correct","filler","1","Osioł zabrał pięć piór.",8.32869258354557,"obj","congruent"
"71","v1p1","yes","4","18_most-yes-stot_trgt3_take.png","19","4","388419.00","383856.91",4562,"correct","most","1","Najwięcej zeszytów zabrał prosiaczek.",8.42551640284433,"subj","congruent"
"72","v1p1","yes","4","19_filler-yes_Trgt-4_win.png","38","4","676937.00","674540.06",2396,"correct","filler","1","Pies wygrał cztery kurczaczki.",7.78155595923534,"obj","congruent"
"73","v1p1","yes","4","19_most-yes-sfot_trgt5_win.png","84","4","1271517.00","1267455.71",4061,"correct","only","1","Lew wygrał nie tylko cukierki.",8.3091845276863,"obj","congruent"
"74","v1p1","yes","4","2_filler-yes_Trgt-5_eat.png","40","4","695189.00","692172.36",3016,"correct","filler","1","Lew zjadł dużo jabłek.",8.01168672912785,"obj","congruent"
"75","v1p1","yes","4","2_most-yes-stot_trgt5_eat.png","7","4","259676.00","257064.27",2611,"correct","most","1","Najwięcej ogórków zjadł prosiaczek.",7.86748856869913,"subj","congruent"
"76","v1p1","yes","4","20_filler-yes_Trgt-3_win.png","87","4","1299502.00","1297370.65",2131,"correct","filler","1","Lew wygrał trzy puchary.",7.66434663209862,"obj","congruent"
"77","v1p1","yes","4","20_most-yes-stot_trgt6_win.png","96","4","1396847.00","1393181.77",3665,"correct","only","1","Serduszka wygrał nie tylko prosiaczek.",8.20658361432075,"subj","congruent"
"78","v1p1","yes","4","21_filler-yes_Trgt-4_throw away.png","41","4","704478.00","702405.10",2072,"correct","filler","1","Prosiaczek wyrzucił cztery poduszki.",7.63626960337937,"obj","congruent"
"79","v1p1","yes","4","21_most-yes-sfot_trgt4_throw away.png","26","2","470766.00","467118.74",3647,"incorrect","most","1","Najwięcej królik wyrzucił skarpetek.",8.20166019080868,"obj","congruent"
"80","v1p1","yes","4","22_filler-yes_Trgt-4_throw away.png","62","4","987443.00","985305.38",2137,"correct","filler","1","Osioł wyrzucił cztery paski.",7.66715825531915,"obj","congruent"
"81","v1p1","yes","4","22_most-yes-stot_trgt4_throw away.png","29","2","515674.00","508499.67",7174,"incorrect","most","1","Najwięcej klocków wyrzucił miś.",8.87821865809223,"subj","congruent"
"82","v1p1","yes","4","23_filler-yes_Trgt-5_steal.png","91","4","1338649.00","1336768.36",1880,"correct","filler","1","Królik ukradł pięć kubków.",7.539027055824,"obj","congruent"
"83","v1p1","yes","4","23_most-yes-sfot_trgt4_steal.png","22","4","422443.00","420354.79",2088,"correct","only","1","Pies ukradł nie tylko banany.",7.64396194900253,"obj","congruent"
"84","v1p1","yes","4","24_filler-yes_Trgt-4_steal.png","12","4","310283.00","306528.06",3754,"correct","filler","1","Królik ukradł cztery fajki.",8.23057721714645,"obj","congruent"
"85","v1p1","yes","4","24_most-yes-stot_trgt4_steal.png","93","4","1357174.00","1353700.70",3473,"correct","only","1","Łyżki ukradł nie tylko osioł.",8.15277405274407,"subj","congruent"
"86","v1p1","yes","4","3_filler-yes_Trgt-3_break.png","65","2","1015353.00","1013853.73",1499,"incorrect","filler","1","Prosiaczek popsuł parę pompek.",7.3125534981026,"obj","congruent"
"87","v1p1","yes","4","3_most-yes-sfot_trgt3_break.png","64","4","1008402.00","1004987.56",3414,"correct","only","1","Królik popsuł nie tylko kalkulatory.",8.13563990335439,"obj","congruent"
"88","v1p1","yes","4","4_filler-yes_Trgt-4_break.png","75","4","1118300.00","1114047.93",4252,"correct","filler","1","Osioł popsuł kilka suszarek.",8.35514473946184,"obj","congruent"
"89","v1p1","yes","4","4_most-yes-stot_trgt4_break.png","55","4","917159.00","914342.81",2816,"correct","only","1","Kostki zepsuł nie tylko miś.",7.94307271727793,"subj","congruent"
"90","v1p1","yes","4","5_filler-yes_Trgt-6_buy.png","45","4","745786.00","742786.09",2999,"correct","filler","1","Królik kupił dużo butelek.",8.00603417874901,"obj","congruent"
"91","v1p1","yes","4","5_most-yes-sfot_trgt3_buy.png","72","2","1088130.00","1086516.19",1613,"incorrect","most","1","Najwięcej pies kupił papryk.",7.38585107812521,"obj","congruent"
"92","v1p1","yes","4","6_filler-yes_Trgt-4_buy.png","82","4","1245958.00","1243673.74",2284,"correct","filler","1","Królik kupił kilka hotdogów.",7.7336835707759,"obj","congruent"
"93","v1p1","yes","4","6_most-yes-stot_trgt4_buy.png","67","4","1041831.00","1037702.34",4128,"correct","most","1","Najwięcej ręczników kupił osioł.",8.3255483071614,"subj","congruent"
"94","v1p1","yes","4","7_filler-yes_Trgt-3_collect.png","89","4","1321144.00","1317636.14",3507,"correct","filler","1","Miś zebrał parę róż.",8.16251625014018,"obj","congruent"
"95","v1p1","yes","4","7_most-yes-sfot_trgt6_collect.png","28","4","498863.00","496383.72",2479,"correct","only","1","Pies zebrał nie tylko truskawki.",7.81561053203519,"obj","congruent"
"96","v1p1","yes","4","8_filler-yes_Trgt-6_collect.png","34","4","634357.00","630875.91",3481,"correct","filler","1","Miś zebrał dużo znaczków.",8.15507488781144,"obj","congruent"
"97","v1p1","yes","4","8_most-yes-stot_trgt6_collect.png","52","4","816879.00","813998.63",2880,"correct","only","1","Liście zebrał nie tylko lew.",7.96554557312999,"subj","congruent"
"98","v1p1","yes","4","9_filler-yes_Trgt-6_find.png","49","4","787910.00","783900.37",4009,"correct","filler","1","Osioł znalazł sześć zapalniczek.",8.29629711264251,"obj","congruent"
"99","v1p1","yes","4","9_most-yes-sfot_trgt6_find.png","56","2","927443.00","924625.56",2817,"incorrect","most","1","Najwięcej prosiaczek znalazł guzików.",7.94342776787637,"obj","congruent"
"100","v1p1","yes","4","practice_1.png","3","4","148123.00","144404.14",3718,"correct","practice","1","Lew zjadł dużo kiełbasek.",8.22094116828139,"obj","congruent"
"101","v1p1","yes","4","practice_2.png","4","4","158665.00","154903.52",3761,"correct","practice","1","Prosiaczek wypił mało herbaty.",8.23244015847034,"obj","congruent"
"102","v1p1","yes","4","practice_3.png","2","4","138714.00","134554.71",4159,"correct","practice","1","Miś przyniósł dwa kasztany.",8.33302993974291,"obj","congruent"
"103","v1p2","no","2","1_filler-no_Trgt-3_eat.png","65","2","1056547.00","1053959.57",2587,"correct","filler","1","Miś zjadł parę arbuzów.",7.85825418218603,"obj","incongruent"
"104","v1p2","no","2","1_most-no-sfof_trgt6_eat.png","101","2","1370133.00","1367008.12",3124,"correct","most","1","Najwięcej pies zjadł rogalików.",8.04686951095958,"obj","incongruent"
"105","v1p2","no","2","10_filler-no_Trgt-3_find.png","11","2","449230.00","446278.10",2951,"correct","filler","1","Miś znalazł cztery wieszaki.",7.98989937494294,"obj","incongruent"
"106","v1p2","no","2","10_most-no-sfof_trgt3_find.png","27","2","617746.00","615351.63",2394,"correct","most","1","Najwięcej zegarków znalazł pies.",7.78072088611792,"subj","incongruent"
"107","v1p2","no","2","11_filler-no_Trgt-5_catch.png","51","2","899431.00","896285.37",3145,"correct","filler","1","Pies złapał kilka żabek.",8.05356916913454,"obj","incongruent"
"108","v1p2","no","2","11_obj-nichtnur-no_trgt5_catch.png","76","2","1141722.00","1139154.65",2567,"correct","only","1","Królik złapał nie tylko motyle.",7.85049318087114,"obj","incongruent"
"109","v1p2","no","2","12_filler-no_Trgt-6_catch.png","72","2","1112167.00","1108306.43",3860,"correct","filler","1","Osioł złapał cztery pająki.",8.25842246245888,"obj","incongruent"
"110","v1p2","no","2","12_subj-nichtnur-no_trgt3_catch.png","52","2","907219.00","904818.21",2400,"correct","only","1","Piłki złapał nie tylko osioł.",7.78322401633604,"subj","incongruent"
"111","v1p2","no","2","13_filler-no_Trgt-5_bring.png","91","2","1291299.00","1288979.32",2319,"correct","filler","1","Pies przyniósł trzy linijki.",7.74889133725553,"obj","incongruent"
"112","v1p2","no","2","13_most-no-sfof_trgt5_bring.png","53","2","915786.00","912284.45",3501,"correct","most","1","Najwięcej lew przyniósł gwoździ.",8.16080392095467,"obj","incongruent"
"113","v1p2","no","2","14_filler-no_Trgt-3_bring.png","34","2","749767.00","747743.98",2023,"correct","filler","1","Lew przyniósł pięć siekierek.",7.61233683716775,"obj","incongruent"
"114","v1p2","no","2","14_most-no-sfof_trgt5_bring.png","80","2","1202415.00","1200567.76",1847,"correct","most","1","Najwięcej ołówków przyniósł prosiaczek.",7.52131798019924,"subj","incongruent"
"115","v1p2","no","2","15_filler-no_Trgt-6_paint.png","24","2","586093.00","582603.54",3489,"correct","filler","1","Prosiaczek namalował pięć krzyżyków.",8.15737044118677,"obj","incongruent"
"116","v1p2","no","2","15_obj-nichtnur-no_trgt6_paint.png","48","2","872972.00","870020.25",2951,"correct","only","1","Osioł namalował nie tylko słonka.",7.98989937494294,"obj","incongruent"
"117","v1p2","no","2","16_filler-no_Trgt-5_paint.png","75","2","1134172.00","1131538.43",2633,"correct","filler","1","Osioł namalował cztery drzewka.",7.87587915949631,"obj","incongruent"
"118","v1p2","no","2","16_subj-nichtnur-no_trgt5_paint.png","63","2","1042725.00","1040577.02",2147,"correct","only","1","Trójkąty namalował nie tylko osioł.",7.67182679787878,"subj","incongruent"
"119","v1p2","no","2","17_filler-no_Trgt-6_take.png","99","2","1353880.00","1351042.38",2837,"correct","filler","1","Królik zabrał cztery świeczki.",7.95050243480885,"obj","incongruent"
"120","v1p2","no","2","17_most-no-sfof_trgt3_take.png","84","2","1237271.00","1233582.51",3688,"correct","most","1","Najwięcej pies zabrał pudełek.",8.21283958467648,"obj","incongruent"
"121","v1p2","no","2","18_filler-no_Trgt-5_take.png","96","2","1331566.00","1328410.36",3155,"correct","filler","1","Królik zabrał sześć markerów.",8.05674377497531,"obj","incongruent"
"122","v1p2","no","2","18_most-no-sfof_trgt3_take.png","13","2","468548.00","465593.65",2954,"correct","most","1","Najwięcej książek zabrał osioł.",7.99091546309133,"subj","incongruent"
"123","v1p2","no","2","19_filler-no_Trgt-4_win.png","95","2","1321895.00","1319760.86",2134,"correct","filler","1","Miś wygrał trzy pisanki.",7.6657534318617,"obj","incongruent"
"124","v1p2","no","2","19_obj-nichtnur-no_trgt5_win.png","32","2","733675.00","731811.58",1863,"correct","only","1","Lew wygrał nie tylko lizaki.",7.52994337060159,"obj","incongruent"
"125","v1p2","no","2","2_filler-no_Trgt-5_eat.png","50","2","888930.00","886419.28",2510,"correct","filler","1","Miś zjadł kilka jabłek.",7.82803803212583,"obj","incongruent"
"126","v1p2","no","2","2_most-no-sfof_trgt5_eat.png","97","2","1338383.00","1336343.24",2039,"correct","most","1","Najwięcej ziemniaków zjadł lew.",7.62021477057445,"subj","incongruent"
"127","v1p2","no","2","20_filler-no_Trgt-3_win.png","79","2","1196026.00","1193551.49",2474,"correct","filler","1","Miś wygrał sześć medali.",7.81359155295243,"obj","incongruent"
"128","v1p2","no","2","20_subj-nichtnur-no_trgt6_win.png","93","2","1308088.00","1304878.39",3209,"correct","only","1","Gwiazdki wygrał nie tylko miś.",8.07371464110986,"subj","incongruent"
"129","v1p2","no","2","21_filler-no_Trgt-4_throw away.png","69","2","1089047.00","1085541.08",3505,"correct","filler","1","Osioł wyrzucił pięć smoczków.",8.16194579946869,"obj","incongruent"
"130","v1p2","no","2","21_most-no-sfof_trgt4_throw away.png","15","2","485738.00","481942.69",3795,"correct","most","1","Najwięcej prosiaczek wyrzucił czapek.",8.24143968982973,"obj","incongruent"
"131","v1p2","no","2","22_filler-no_Trgt-4_throw away.png","85","2","1245379.00","1242415.33",2963,"correct","filler","1","Pies wyrzucił sześć szminek.",7.99395754757357,"obj","incongruent"
"132","v1p2","no","2","22_most-no-sfof_trgt4_throw away.png","49","2","881536.00","878069.77",3466,"correct","most","1","Najwięcej misiów wyrzucił osioł.",8.15075647027555,"subj","incongruent"
"133","v1p2","no","2","23_filler-no_Trgt-5_steal.png","14","2","475856.00","473743.18",2112,"correct","filler","1","Lew ukradł trzy talerze.",7.65539064482615,"obj","incongruent"
"134","v1p2","no","2","23_obj-nichtnur-no_trgt4_steal.png","23","2","575782.00","571254.19",4527,"correct","only","1","Pies ukradł nie tylko cytryny.",8.41781474743596,"obj","incongruent"
"135","v1p2","no","2","24_filler-no_Trgt-4_steal.png","31","2","726527.00","724262.01",2264,"correct","filler","1","Prosiaczek ukradł sześć kapeluszy.",7.72488843932307,"obj","incongruent"
"136","v1p2","no","2","24_subj-nichtnur-no_trgt4_steal.png","29","2","637604.00","634467.21",3136,"correct","only","1","Noże ukradł nie tylko prosiaczek.",8.0507033814703,"subj","incongruent"
"137","v1p2","no","2","3_filler-no_Trgt-3_break.png","30","2","645786.00","642916.71",2869,"correct","filler","1","Osioł popsuł parę zegarów.",7.96171881598136,"obj","incongruent"
"138","v1p2","no","2","3_obj-nichtnur-no_trgt3_break.png","36","2","766638.00","763509.73",3128,"correct","only","1","Królik popsuł nie tylko telefony.",8.0481491016652,"obj","incongruent"
"139","v1p2","no","2","4_filler-no_Trgt-4_break.png","92","2","1299242.00","1296528.87",2713,"correct","filler","1","Pies popsuł kilka suszarek.",7.90581031265893,"obj","incongruent"
"140","v1p2","no","2","4_subj-nichtnur-no_trgt4_break.png","26","2","610658.00","606402.16",4255,"correct","only","1","Zszywacze popsuł nie tylko pies.",8.35585004100747,"subj","incongruent"
"141","v1p2","no","2","5_filler-no_Trgt-6_buy.png","88","2","1269519.00","1266113.98",3405,"correct","filler","1","Lew kupił kilka butelek.",8.13300021858361,"obj","incongruent"
"142","v1p2","no","2","5_most-no-sfof_trgt3_buy.png","89","2","1277083.00","1274396.81",2686,"correct","most","1","Najwięcej królik kupił pomidorów.",7.89580837708318,"obj","incongruent"
"143","v1p2","no","2","6_filler-no_Trgt-4_buy.png","45","2","848572.00","844821.70",3750,"correct","filler","1","Prosiaczek kupił kilka hotdogów.",8.22951111896446,"obj","incongruent"
"144","v1p2","no","2","6_most-no-sfof_trgt4_buy.png","33","2","742007.00","739194.48",2812,"correct","most","1","Najwięcej szczoteczek kupił królik.",7.94165125293056,"subj","incongruent"
"145","v1p2","no","2","7_filler-no_Trgt-3_collect.png","17","2","507420.00","503458.11",3961,"correct","filler","1","Lew zebrał parę róż.",8.28425179762192,"obj","incongruent"
"146","v1p2","no","2","7_obj-nichtnur-no_trgt6_collect.png","60","2","1019800.00","1018011.65",1788,"correct","only","1","Pies zebrał nie tylko grzyby.",7.48885295573346,"obj","incongruent"
"147","v1p2","no","2","8_filler-no_Trgt-6_collect.png","7","4","393949.00","390281.33",3667,"incorrect","filler","1","Prosiaczek zebrał kilka znaczków.",8.20712916807133,"obj","incongruent"
"148","v1p2","no","2","8_subj-nichtnur-no_trgt6_collect.png","68","2","1079348.00","1077258.24",2089,"correct","only","1","Kamienie zebrał nie tylko prosiaczek.",7.64444076155657,"subj","incongruent"
